Population,maternal_plant,Family_ID,seeds,label,Date_planted,Germination_date,Time_to_germination,Is.germinated,Row,Column ,Date_flower_start,Days_to_first_flower,Bnr_wdth1.1,Bnr_length1.1,Bnr_wdth1.2,Bnr_length1.2,Bnr_wdth1.3,Bnr_length1.3,Bnr_wdth2.1,Bnr_length2.1,Bnr_wdth2.2,Bnr_length2.2,Bnr_wdth2.3,Bnr_length2.3,Inflor_height1,Inflor_height2,Inflor_height3,Number of flowers_inflorescences 1,Number of flowers_inflorescences 2,Number of inflorescences ,width_leaf1,length_leaf1,heigth_leaf1,width_leaf2,length_leaf2,heigth_leaf2,width_leaf3,length_leaf3,heigth_leaf3,Width_stolon1,Width_stolon2,weigth_flowers+bag,weigth_plant+bag,HCN_Results,Comments_HCN
1,5,3,2,1-3-2,2017-04-25,2017-05-04,9,1,11,9,,#NUM!,,,,,,,,,,,,,,,,,,0,9.3,10.68,450,10,11.29,500,10.87,12.12,340,1.18,1.09,,14.349,0,
5,12,5,1,5-5-1,2017-04-25,2017-04-28,3,1,11,10,2017-07-13,76,3.43,5.81,3.68,6.44,3.68,5.95,3.4,4.88,3.13,5.71,3.19,5.55,82.3,133.98,116.07,,,8,10.75,12.75,410,9.9,11.03,480,10.1,12.06,400,1.17,1.52,3.955,8.586,0,
16,7,2,2,16-2-2,2017-04-26,2017-04-29,3,1,11,11,2017-06-28,60,3.59,4.86,3.4,5.07,3.71,5.02,3.58,5.35,3.61,5.51,3.25,5.77,101.77,102.01,89.14,43,39,35,11.13,13.34,720,12.06,13.99,450,10.85,13.23,500,1.27,1.69,5.95,8.465,1,
24,12,1,4,24-1-4,2017-04-27,2017-05-01,4,1,11,12,2017-07-03,63,3.85,5.99,2.62,3.84,3.68,5.44,3.57,5.58,3.34,5.28,3.17,5.81,66.93,80.42,63.06,53,40,33,7.96,9.31,330,7.3,8.15,300,8.3,9.53,290,1.26,1.24,5.234,8.374,0,
26,9,5,3,26-5-3,2017-04-27,2017-04-30,3,1,11,13,2017-07-20,81,3.67,5.93,3.4,5.69,3.05,5.5,,,,,,,61.15,,,,,4,12.1,13.22,440,10.02,11.7,410,8,10.56,450,1.79,1.6,3.246,6.604,0,
4,14,1,2,4-1-2,2017-04-25,2017-05-02,7,1,11,14,2017-07-09,68,3.72,6.23,4.16,7.08,3.73,6.84,3.8,6.15,3.71,6.6,4.06,6.48,49.45,69.9,71.62,36,34,32,8.29,11.79,330,9.78,11.28,450,11.7,13.17,460,0.94,1.26,4.305,9.275,0,
21,7,3,1,21-3-1,2017-04-27,2017-05-01,4,1,11,15,2017-07-20,80,3.21,6.64,3.1,5.88,3.18,5.87,,,,,,,95.5,,,,,2,12.53,11.7,660,11.6,13.9,360,13,14.02,550,1.55,1.71,3.254,10.261,0,
9,15,8,3,9-8-3,2017-04-26,2017-05-04,8,1,11,16,2017-07-09,66,3.32,5.7,3.76,6.48,3.61,6.16,3.47,5.75,3.58,5.58,3.57,6.15,98.91,80.29,74.27,50,53,17,15.04,13.95,640,18.69,17.94,500,13,11.59,600,1.11,1.15,3.747,9.778,0,
22,11,5,4,22-5-4,2017-04-27,2017-05-01,4,1,11,17,,#NUM!,,,,,,,,,,,,,,,,,,1,12.84,15.39,640,10.63,13.27,660,9.32,10.8,680,1.21,1.72,3.089,10.324,0,
6,10,1,1,6-1-1,2017-04-25,2017-05-01,6,1,11,18,2017-07-11,71,3.03,6.13,3.56,6.52,3.55,6.49,3.49,6.31,3.04,5.35,3.2,6.65,58.77,42.55,49.65,42,,18,6.18,7.54,410,7.4,9.39,410,10.53,12.7,410,1.26,1.16,3.847,10.389,0,
1,6,4,1,1-4-1,2017-04-25,2017-05-08,13,1,11,19,2017-07-05,58,3.54,5.53,3.19,5.2,2.97,5.1,2.75,4.58,3.03,5.61,2.78,4.83,54.32,43.32,25.82,24,15,2,12.16,12.79,400,11.09,12,550,14.34,13.84,370,1.22,1.25,3.189,6.489,0,
5,1,2,3,5-2-3,2017-04-25,2017-04-29,4,1,11,20,2017-07-11,73,3.32,4.91,3.5,6.13,3.6,6.32,3.6,6.03,3.75,5.04,3.46,5.52,158.52,120.88,95.1,77,73,10,13.29,14.65,500,10.22,10.83,660,10.8,12.2,530,1.33,1.3,3.689,12.465,0,
9,15,8,1,9-8-1,2017-04-26,2017-05-02,6,1,11,21,2017-07-03,62,3.63,6.86,3.53,6.32,4.02,6.34,4.05,6.51,4.2,6.37,3.62,6.43,108.08,84.45,103.28,48,47,26,12.21,10.8,530,12.12,12.29,230,12.72,11.78,210,1.27,1.29,4.538,12.063,0,
13,7,6,2,13-6-2,2017-04-26,2017-04-30,4,1,11,22,2017-06-19,50,3.61,5.9,3.48,5.88,3.02,5.08,3.23,6.12,3.41,6.4,3.44,5.87,99.94,108.68,109.31,42,40,36,11.8,12.8,350,13.7,13.2,310,11.48,12.46,490,1.08,1.2,5.964,11.2,0,
22,2,1,4,22-1-4,2017-04-27,2017-05-04,7,1,11,23,2017-07-06,63,2.98,3.8,2.47,4.12,2.43,3.43,2.41,4.53,2.61,3.8,2.75,4.3,83.23,84.91,88.29,19,23,11,12,11.63,660,13.4,13.5,300,9.75,10.13,690,1.47,1.7,3.408,6.167,0,
7,4,1,3,7-1-3,2017-04-26,2017-05-04,8,1,11,24,2017-07-07,64,4.05,6.83,3.86,7.15,4.19,6.89,4.16,7.54,4.18,7.78,3.39,7.07,134.43,158.28,151.27,76,65,33,16.65,16.43,800,16.3,17.3,460,15.3,15,370,1.36,1.59,4.689,9.978,0,
8,11,7,3,8-7-3,2017-04-26,2017-04-29,3,1,11,25,2017-06-18,50,4.37,6.79,4.39,7.01,4.02,6.18,3.6,6.69,4.1,6.05,4.14,6.02,85.78,106.93,100.2,58,47,30,12.39,14.4,320,12.48,13.6,510,11,13.6,500,1.18,1.27,6.495,10.914,0,
1,10,6,2,1-6-2,2017-04-25,2017-04-30,5,1,11,26,2017-07-09,70,4,5.6,3.83,5.9,3.78,5.55,3.57,5.83,3.59,5.91,4.16,6.3,109.9,104.41,,50,,16,10.83,13.71,270,9.23,10.24,490,12.51,11.95,450,1.37,1.25,3.907,11.678,0,
24,11,6,3,24-6-3,2017-04-27,2017-05-02,5,1,11,27,2017-07-07,66,3.14,5.26,3.55,5.55,3.83,5.56,4.09,6.41,4.1,6.71,4.08,5.93,85.73,73.9,97.25,42,48,8,8.32,9.66,330,9.72,10.6,640,11.6,13.2,490,1.34,1.33,3.907,8.956,0,
27,12,7,4,27-7-4,2017-04-27,2017-04-30,3,1,11,28,2017-06-13,44,4.02,7.07,3.92,7.04,3.44,6.84,3.7,6.77,3.57,6.39,3.76,6.42,103.86,95.21,75.63,28,51,39,12,13.6,600,13.4,14.8,350,10.58,12.26,450,1.34,1.18,6.389,7.96,0,
12,5,4,5,12-4-5,2017-04-26,2017-05-04,8,1,11,29,2017-07-20,77,2.21,3.85,3.12,5.4,2.83,5.21,2.37,3.55,2.8,4.22,2.9,4.98,133.37,95.29,,,,3,13.42,14.22,540,10.63,11.6,700,13.3,12.5,590,1.26,1.58,3.371,6.1416,0,
26,7,1,4,26-1-4,2017-04-27,2017-04-30,3,1,11,30,2017-06-29,60,3.74,7.38,4.34,7.51,4.43,7.76,4.1,6.7,3.77,6.97,4.03,6.73,108.07,139.88,126.89,51,50,14,10.89,13,730,10.6,12,510,17.07,18.35,400,1.47,1.52,5.364,7.483,0,
23,2,3,5,23-3-5,2017-04-27,2017-05-04,7,1,11,31,,#NUM!,,,,,,,,,,,,,,,,,,0,10.82,11.64,490,9.58,10.27,350,11.59,12.47,530,1.24,1.08,,7.655,1,
11,14,7,3,11-7-3,2017-04-26,2017-05-04,8,1,11,32,2017-07-05,62,3.38,6.5,3.62,6.12,3.38,5.84,3.73,5.82,3.87,6.26,4.41,5.6,115.28,99.28,103.64,62,68,9,9.57,10.13,500,8.36,9.75,300,8,9.13,320,1.1,1.25,3.969,7.065,1,
27,7,1,1,27-1-1,2017-04-27,2017-04-30,3,1,12,1,2017-07-05,66,3.48,6.03,3.75,5.66,3.36,6.26,3.98,6.96,3.42,6.51,3.48,5.53,85.38,90.11,88.67,67,73,23,9.78,12.22,510,13.23,15.38,310,9.38,11.7,420,1.64,1.94,5.774,9.529,1,
11,12,2,2,11-2-2,2017-04-26,2017-04-30,4,1,12,2,2017-07-11,72,3.77,6.86,3.88,6.67,4.06,6.63,4.23,6.1,3.81,6.29,3.84,6.18,110.61,85.48,93.99,60,52,33,10.05,12.6,250,10.78,11.6,480,10.43,12.4,370,1.23,1.01,5.378,8.745,0,
1,3,2,2,1-2-2,2017-04-25,2017-05-15,20,1,12,3,2017-07-20,66,3.23,6.51,3.26,6.21,3.43,6.48,4.3,7.28,3,6,3.28,6.86,80.6,120.24,,,,2,10.63,12.4,340,11.91,14.04,410,15,10.8,450,1,1.09,3.41,12.536,0,
12,6,8,3,12-8-3,2017-04-26,2017-04-30,4,1,12,4,2017-07-11,72,3.54,4.54,2.94,4.76,3.45,4.76,3.5,5.01,2.72,4.48,3.26,4.51,49.24,51.33,81.93,26,40,9,14.06,15.14,400,14.5,14.84,510,13,14.2,670,1.64,1.33,3.834,7.345,0,
8,11,7,1,8-7-1,2017-04-26,2017-04-30,4,1,12,5,2017-07-06,67,3.24,7.46,3.41,4.99,3.47,5.47,3.77,5.54,2.57,4.9,3.53,5.2,121.79,78.37,118.74,103,63,35,8.54,10.2,260,10.68,11.22,370,8.28,10.16,360,1.41,1.01,7.634,11.489,0,
8,10,6,4,8-6-4,2017-04-26,2017-04-30,4,1,12,6,2017-06-26,57,3.19,6.85,3.19,6.68,3.53,6.32,3.83,6.81,3.56,6.62,3.39,5.98,141.32,138.07,160.28,105,94,27,10.84,10.8,400,7.6,9.23,500,12.4,14.4,660,1.3,1.22,7.691,9.254,0,
1,7,5,3,1-5-3,2017-04-25,2017-05-02,7,1,12,7,2017-07-16,75,3.11,5.33,3.05,5.13,3.29,5.85,3.51,6.71,3.7,6.6,3.53,5.86,103.56,126.79,120.51,,,10,9.52,11.6,510,8.68,9.8,380,9.14,15.6,350,1.15,1.3,3.778,5.996,0,
12,4,6,4,12-6-4,2017-04-26,2017-05-04,8,1,12,8,2017-07-13,70,3.54,6.37,3.76,6.01,3.15,6.24,2.85,5.49,3.36,6.23,3.79,6.84,100.4,100.22,84.3,,,11,9.3,10.4,440,7.7,8.4,300,8.88,9.31,350,1.46,1.08,4.231,10.023,0,
16,4,7,4,16-7-4,2017-04-26,2017-04-28,2,1,12,9,2017-07-05,68,2.4,3.31,2.32,3.81,2.18,3.37,2.73,4.6,3.03,4.47,2.65,4.76,114.28,92.43,105.73,49,54,20,11,16,610,14.4,16,560,14.5,15.5,390,1.35,1.65,5.148,9.874,1,
13,8,7,1,13-7-1,2017-04-26,2017-04-30,4,1,12,10,,#NUM!,,,,,,,,,,,,,95.62,102.62,94.4,37,37,29,11.22,12.35,510,13.11,14.41,490,12,13.4,410,1.04,1.08,5.193,11.486,0,
20,3,3,4,20-3-4,2017-04-27,2017-04-30,3,1,12,11,2017-06-29,60,3.33,6.53,3.74,6.48,3.87,7,2.94,5.74,3.3,6.34,3.31,6.26,132.53,139.89,130.41,62,63,38,13.21,13.93,410,13.9,14.4,440,14.07,14.44,500,1.05,1.26,6.187,9.875,0,
25,14,8,3,25-8-3,2017-04-27,2017-04-30,3,1,12,12,2017-06-19,50,3.26,6.22,3.5,6.63,3.62,6.79,3.56,6.48,3.49,6.42,3.4,5.86,118.85,114.45,112.15,45,30,43,13.03,14.21,390,12.13,12.6,470,11.34,12.6,610,1.34,1.11,6.698,8.996,0,
24,12,1,1,24-1-1,2017-04-27,2017-05-02,5,1,12,13,2017-07-06,65,3.57,5.26,3.78,6.13,3.82,6.32,3.18,5.33,3.27,5.4,2.74,5.87,75.5,77.52,58.81,42,42,57,9.44,11,320,8.16,9.58,310,7.6,9.5,260,1.19,1.25,6.186,10.145,0,
26,2,6,5,26-6-5,2017-04-27,2017-05-01,4,1,12,14,2017-07-07,67,4.39,6.38,4.23,6.86,4.14,6.6,4.44,7.87,4.77,8.45,4.17,6.92,109.04,146.55,117.4,60,55,19,12.2,14.25,400,18.72,19,470,15.9,14.7,900,2.13,1.89,4.835,9.655,1,
12,1,3,4,12-3-4,2017-04-26,2017-04-30,4,1,12,15,2017-06-25,56,2.87,4.76,2.91,5.07,2.65,4.93,2.73,4.93,2.75,5.05,2.95,4.94,88.4,87.14,79.11,35,43,35,10.83,11,370,13.32,12.44,520,13.38,12.53,560,1.29,1.12,5.807,9.452,1,
3,14,4,4,3-4-4,2017-04-25,2017-05-01,6,1,12,16,2017-06-19,49,3.45,5.08,3.04,4.4,3.42,5.35,2.81,5.64,3.63,5.8,3.68,6.27,97.48,97.31,88.55,33,34,32,9.24,12.2,490,8.9,12.4,500,8.2,12.1,320,0.95,1.25,5.053,7.876,0,
20,6,8,3,20-8-3,2017-04-27,2017-04-30,3,1,12,17,2017-07-03,64,3.69,5.99,3.36,5.63,3.7,6.8,4.02,5.95,3.94,5.14,3.81,5.47,107.9,69.88,91.01,39,46,12,14,15,510,10.8,12.7,670,10.9,12.65,480,2.03,1.25,3.925,10.062,0,
26,5,3,2,26-3-2,2017-04-27,2017-05-02,5,1,12,18,2017-07-07,66,3.82,5.52,3.8,5.74,3.5,5.73,3.32,6.38,4.1,6.65,3.49,5.95,76.3,89.07,79.69,51,62,36,12.21,12.95,330,11.69,12.2,370,11.6,12.07,500,1.45,1.17,5.189,11.123,0,
3,9,1,3,3-1-3,2017-04-25,2017-05-01,6,1,12,19,2017-07-03,63,3.5,6.02,3.4,6.52,3.48,7.33,2.87,6.14,3.42,6.53,3.47,6.41,105.53,112.26,109.71,66,57,54,12.1,13,190,13.4,15.2,360,13.33,14.76,210,1.21,1.1,6.568,10.412,1,
20,3,3,3,20-3-3,2017-04-27,2017-05-01,4,1,12,20,2017-07-02,62,3.35,6.32,3.67,7.05,3.83,6.1,3.91,7.14,3.27,7.07,3.35,6.19,83.96,93.61,94.96,41,69,54,11.35,13,450,12.62,12.81,270,9.22,10.05,460,1.14,1.19,6.847,7.826,0,
6,15,5,1,6-5-1,2017-04-25,2017-05-01,6,1,12,21,2017-06-23,53,3.21,6.97,3.59,6.43,2.92,5.69,2.94,4.21,2.84,4.43,2.57,4.51,69.27,54.01,75.7,25,46,38,10.36,12.01,450,12.87,13.4,360,12.68,13.87,400,1.41,1.22,4.478,6.565,0,
17,14,2,5,17-2-5,2017-04-26,2017-04-30,4,1,12,22,2017-07-09,70,3.51,4.97,2.14,3.02,2.9,3.5,3.85,5.86,3.41,6.75,3.51,6.58,77.02,54.01,25.22,,,13,9.62,11.8,500,10.33,13.05,400,10.21,11.69,460,1.32,1.28,4.417,7.978,0,
6,2,6,1,6-6-1,2017-04-25,2017-04-28,3,1,12,23,2017-06-15,48,4.08,6.85,3.91,6.44,4.29,7.35,3.39,4.43,3.36,5.38,3.3,5.15,82.92,83.53,90.23,40,40,34,7.57,8.55,360,7.9,10,410,10,12,250,1.33,0.78,5.487,8.603,0,
24,6,3,3,24-3-3,2017-04-27,2017-05-01,4,1,12,24,2017-07-12,72,3.26,5.03,3.14,5.5,3.71,5.74,3.23,5.55,3.2,4.68,2.87,4.92,73.02,94.16,92.37,54,55,18,6,8,360,7.93,9.73,340,7.18,8.62,300,1.15,1.26,4.559,7.904,0,
21,7,3,5,21-3-5,2017-04-27,2017-04-30,3,1,12,25,2017-06-29,60,2.96,4.65,2.94,5.6,2.92,4.92,2.63,5.08,3.42,5.05,3.25,5.77,83.36,58.35,55.32,48,29,28,12.4,11.74,640,14.28,11.64,350,15.54,14.67,680,1.7,1.85,5.55,10.139,0,
7,12,4,3,7-4-3,2017-04-26,2017-05-01,5,1,12,26,2017-06-30,60,4.7,8.3,4.57,7.87,4.6,7.86,4.42,7.72,4.46,7.35,4.33,7.34,129.35,120.5,61.64,46,47,33,13.91,15.75,600,18.2,17.4,450,13.96,15.17,550,1.43,1.45,7.368,10.148,1,
21,6,7,3,21-7-3,2017-04-27,2017-05-07,10,1,12,27,2017-06-29,53,4.42,7.1,3.83,6.25,3.87,7.08,3.83,6.59,4.24,7.18,3.68,7.25,142.42,92.91,126.85,53,53,34,13,14.14,390,13.65,14.5,430,13.34,14.41,480,1.39,1.18,5.721,10.715,0,
11,2,8,5,11-8-5,2017-04-26,2017-04-29,3,1,12,28,2017-07-03,65,2.4,5.15,2.45,4.82,2.88,4.53,2.99,5.5,3.34,6.14,3.1,5.54,89.78,94.74,108.42,57,49,7,8.74,9.08,320,8.34,11.13,180,7.45,8.14,300,1.23,1.33,3.514,6.289,0,
7,11,8,2,7-8-2,2017-04-26,2017-04-30,4,1,12,29,2017-07-07,68,3.37,4.45,2.26,3.76,2.81,4.5,3.21,6.35,3.58,6.14,3.39,6.53,152.46,112.3,123.65,40,39,22,11.89,13,570,11.21,12,420,13,14.09,600,1.19,1.38,4.031,12.236,0,
18,9,5,2,18-5-2,2017-04-27,2017-05-01,4,1,12,30,2017-06-24,54,3.82,6.87,3.78,6.67,3.97,6.87,3.2,6.69,3.47,6.46,3.63,6.57,114.33,127.69,98.33,36,38,18,9.03,9.97,450,6.78,8.35,450,8.58,10.44,460,1.41,1.23,4.587,6.653,1,
13,5,4,3,13-4-3,2017-04-26,2017-04-30,4,1,12,31,2017-07-20,81,2.72,4.25,2.73,4.77,2.7,4.57,2.73,5.18,2.83,5.58,2.79,6.61,121.16,98.85,,,,3,13.01,13.53,570,13.39,14.9,420,12.11,15.1,560,1.3,1.14,3.345,7.896,0,
10,3,6,5,10-6-5,2017-04-26,2017-04-30,4,1,12,32,2017-07-07,68,4.22,6.66,4.2,4.84,3.32,6.32,,,,,,,105.81,,,63,,4,12.68,12.37,350,8.76,11.8,340,9.82,12.36,310,1.14,1.3,3.476,8.171,1,
10,4,2,4,10-2-4,2017-04-26,2017-04-30,4,1,13,1,2017-07-02,63,3.71,6.72,3.87,6.41,4.08,7.1,3.7,6.2,3.75,6.41,3.36,6.2,96.25,85.74,77.97,59,53,54,10.69,11.77,300,11.1,12.5,530,9.81,11.79,310,1.28,1.49,5.348,7.265,0,
3,1,5,1,3-5-1,2017-04-25,2017-05-07,12,1,13,2,2017-06-28,52,3.49,5.81,3.13,5.64,3.52,6.08,3.6,5.91,3.58,6.04,3.48,5.72,81.94,83.23,75.25,55,,25,8.68,10,320,7.21,8.63,340,10.73,12.86,360,1.14,1.24,4.778,7.504,0,
6,1,7,2,6-7-2,2017-04-26,2017-05-01,5,1,13,3,2017-06-25,55,3.92,6.21,3.09,6.32,3.01,6.17,3.58,6.16,3.45,7.14,3.34,6.2,85.99,106.61,101.48,60,62,32,9.64,10.75,310,11.59,12.32,210,9.84,12.26,300,1.82,1.41,5.545,8.497,0,
19,13,7,1,19-7-1,2017-04-27,2017-05-01,4,1,13,4,2017-07-13,73,3.23,6.02,3.49,6.15,3.31,6.19,,,,,,,74.63,,,,,1,10,11.51,350,9.86,10.8,440,10.08,10.54,420,1.34,1.36,3.189,8.567,1,
10,5,8,3,10-8-3,2017-04-26,2017-05-04,8,1,13,5,2017-07-03,60,2.24,5,2.93,5.26,2.6,4.98,3.68,6.12,3.4,6.03,4.15,6.34,111.05,105.11,153.98,58,56,18,10.62,12.9,300,9.98,10.8,330,8.73,9.68,340,1.22,1.29,4.401,8.174,0,
19,6,3,4,19-3-4,2017-04-27,2017-05-01,4,1,13,6,2017-06-14,44,3.71,7.39,3.42,7.2,3.52,7.14,3.59,6.23,3.08,6.14,3.19,6.4,118.81,86.05,103.48,44,44,42,9,10.12,620,9.28,10.26,330,9.21,10.3,350,0.88,1.08,5.71,8.375,1,
7,3,2,2,7-2-2,2017-04-26,2017-05-02,6,1,13,7,2017-07-07,66,3.32,7.49,4.24,6.55,3.81,7.05,4.7,7.63,3.96,7.06,4.36,7.6,100.21,88.79,90.72,64,57,15,7.74,8.5,360,7.88,10.3,320,7.2,8.4,370,1.35,1.19,4.203,9.512,1,
11,11,5,4,11-5-4,2017-04-26,2017-04-30,4,1,13,8,2017-07-07,68,3.8,6.06,4.1,6.59,3.95,6.5,3.73,6.57,3.68,5.96,3.91,6.32,109.33,68.17,61.1,23,28,26,7.8,10.4,260,9.64,9.3,210,7.82,9.21,210,1.84,1.21,4.539,7.235,0,
14,4,7,4,14-7-4,2017-04-26,2017-04-29,3,1,13,9,2017-07-03,65,2.54,4.01,2.16,3.92,2.34,4.16,3.03,6.03,2.37,4.76,3.15,5.4,90.16,94.52,116.45,24,29,21,12.83,12.4,800,9.66,10.74,840,12.71,14.4,700,1.23,1.16,4.014,9.631,0,
8,11,7,5,8-7-5,2017-04-26,2017-05-08,12,1,13,10,2017-07-07,60,4.42,6.15,4.17,5.66,4.15,6.21,3.72,6.1,4.08,7.1,4.01,7.18,113.65,75.09,93,75,41,27,13.4,14.83,590,12.92,14.17,310,9.15,12.97,480,1.45,1.31,5.811,9.407,0,
18,7,4,4,18-4-4,2017-04-27,2017-05-02,5,1,13,11,2017-06-19,48,3.65,5.77,3.49,6.25,3.96,6.52,3.04,5.43,3.51,5.58,3.33,5.89,94.16,123.12,94.98,48,53,51,9.65,11.42,520,9.53,11.12,500,7.23,10,510,0.97,1.27,6.623,8.405,0,
12,8,2,5,12-2-5,2017-04-26,2017-05-01,5,1,13,12,2017-06-30,60,3.38,5.83,3.54,5.76,3.04,5.11,3.36,5.45,3.35,5.05,3.24,4.57,109.9,125.39,94.78,57,57,37,12.34,13,350,9.89,11,350,7.47,8.18,390,1.35,1.19,6.307,6.768,0,
5,7,3,4,5-3-4,2017-04-25,2017-04-29,4,1,13,13,2017-07-05,67,4,6.12,3.65,6.24,4.1,6.99,4.17,6.6,4.51,7.02,3.87,6.43,69.73,100.32,101.46,67,62,30,9.95,13,320,11.91,14.23,260,8.78,9.93,330,1.34,1.31,6.463,13.21,0,
15,5,3,1,15-3-1,2017-04-26,2017-04-29,3,1,13,14,2017-06-26,58,3.64,5.49,3.59,5.49,3.49,5.79,2.9,5.33,3.01,5.36,3.3,5.3,62.57,105.05,97.34,82,79,19,11.62,12.47,320,15.35,14.64,360,13,13.44,640,1.35,1.41,5.989,10.344,1,
14,10,6,1,14-6-1,2017-04-26,2017-05-01,5,1,13,15,2017-07-06,66,3.62,5.78,3.79,7.2,3.42,6.45,3.94,6.04,3.42,5.76,3.39,6.41,149.53,151.49,91.42,18,28,16,9.79,11.4,780,12.22,14.74,430,10.57,12.81,350,1.32,1.17,5.686,10.345,0,
21,9,5,5,21-5-5,2017-04-27,2017-05-01,4,1,13,16,2017-06-30,60,4.13,6.79,3.95,6.57,3.88,6.6,4.21,6.01,3.76,5.98,4.48,6.9,127.88,104.16,123.72,60,49,31,9.41,10.8,450,10.42,11.7,150,12.68,14.11,430,1.33,1.48,6.223,10.345,0,
3,7,3,5,3-3-5,2017-04-25,2017-04-28,3,1,13,17,2017-07-07,70,3.42,5.17,3.4,4.95,3.44,4.43,3.42,5.19,3.28,4.9,3.03,4.66,98.16,105.32,91.54,46,42,26,12.1,12.9,400,12.21,14.32,230,11.35,13.24,480,1.39,1.07,3.754,8.467,1,water spot
7,15,5,1,7-5-1,2017-04-26,2017-05-01,5,1,13,18,2017-06-28,58,3.63,6.44,3.52,7.18,3.44,6.62,2.89,5.53,2.93,6.22,2.82,5.56,123.26,129.49,120.35,60,59,73,10.26,11.7,430,10.02,12,600,9.8,10.97,500,1.42,1.11,5.831,10.983,0,
24,7,7,2,24-7-2,2017-04-27,2017-05-01,4,1,13,19,2017-07-07,67,3.86,6.46,3.61,6.45,3.94,6.25,3.97,6.81,4.09,6.7,4.21,6.73,103.66,104.32,105.33,63,57,8,11.64,14.27,520,11.78,14.67,540,10.97,11.73,300,1.36,1.33,4.308,11.102,0,
23,11,4,3,23-4-3,2017-04-27,2017-04-30,3,1,13,20,2017-06-30,61,3.2,5.32,3.22,5.7,3.44,5.55,2.87,5.97,3.38,5.52,3.56,5.97,103.09,102.12,87.63,53,60,15,9.93,10.64,550,8.88,10.4,310,8.4,10.2,320,1.44,1.37,5.002,6.523,0,
24,8,2,5,24-2-5,2017-04-27,2017-05-01,4,1,13,21,2017-07-07,67,3.89,6.54,4.03,6.82,4.07,6.75,3.98,6.21,3.62,6.63,3.67,6.57,116.37,122.07,95.9,53,56,25,10.69,12.43,420,9.2,10.62,490,10.67,11.58,450,1.08,1.47,4.917,7.945,1,
20,1,2,5,20-2-5,2017-04-27,2017-04-30,3,1,13,22,2017-07-06,67,3.86,6.47,3.84,6.85,4.04,6.94,3.98,6.06,3.89,6.19,3.52,6.44,90.78,89.4,100.49,47,47,21,12.45,14.03,300,9.1,10.12,280,10.98,11.8,340,1.4,1.31,5.495,8.245,0,
16,5,1,2,16-1-2,2017-04-26,2017-04-30,4,1,13,23,2017-07-07,68,4.32,7.53,4.47,7.65,3.95,6.98,4.34,7.95,4.33,8.05,4.41,7.74,110.28,148.21,140.87,57,61,23,12.23,10.67,460,15.31,16.75,800,12.72,16.18,460,1.42,1.15,4.537,9.296,0,
23,7,6,3,23-6-3,2017-04-27,2017-04-30,3,1,13,24,2017-07-04,65,3.34,5.38,3.15,5.36,3.64,5.39,3.78,5.52,3.5,6.55,4.04,6.7,86.04,119.95,38.56,55,44,19,13.18,14.43,460,10.16,13.11,480,9.14,10.2,510,1.4,1.11,4.725,8.725,1,water spot
26,2,6,4,26-6-4,2017-04-27,2017-04-30,3,1,13,25,2017-07-18,79,2.44,4.95,2.91,5,2.69,4.9,2.96,5.47,3.14,5.75,2.16,3.85,71.04,78.49,79.65,,,9,7.95,9.55,410,8.53,10.52,430,7.7,9.9,450,1.26,1.27,3.51,8.186,0,
5,15,7,2,5-7-2,2017-04-25,2017-04-29,4,1,13,26,2017-07-07,69,2.61,4.2,2.91,4.3,2.94,5.01,3.84,5.58,3.17,5.83,3.49,6.02,79.5,47.35,53.64,44,43,7,9.99,12.4,370,10.73,12.5,510,14.77,15.73,400,1.37,1.86,3.686,8.523,0,
6,2,6,5,6-6-5,2017-04-26,2017-05-01,5,1,13,27,2017-07-06,66,4.37,6.71,3.65,6.12,3.93,6.1,3.4,6.01,3.82,6.59,3.54,6.89,124.34,132.12,106.82,63,60,31,11.81,12.32,400,10.89,12.52,420,9.44,10.3,600,1.3,1.26,5.678,10.413,1,
4,4,4,5,4-4-5,2017-04-25,2017-04-28,3,1,13,28,2017-07-06,69,3.45,6,4.3,6.5,4.16,6.86,3.73,7.11,4.09,7,4.04,7,111.67,69.5,112.84,42,53,33,8.52,10.3,400,10.16,12,460,11.3,14.4,610,1.08,1.22,5.743,10.489,0,
19,8,5,1,19-5-1,2017-04-27,2017-05-01,4,1,13,29,2017-06-30,60,3.7,7.07,4.25,7.37,4.35,7.77,4.1,6.13,3.28,7.54,3.3,7.58,139.53,136.11,115.52,46,52,34,10.62,12.3,450,10.92,12.5,510,11.4,12.46,500,0.97,1.06,6.007,9.056,0,
3,8,7,5,3-7-5,2017-04-25,2017-04-30,5,1,13,30,,#NUM!,,,,,,,,,,,,,,,,,,0,8.52,9.28,350,9.3,9.8,350,8.54,9.9,350,1.05,1.07,,8.738,0,
14,1,2,4,14-2-4,2017-04-26,2017-04-30,4,1,13,31,2017-06-21,52,3.13,5.58,3.09,6.4,3.08,5.25,2.76,4.55,3.29,5.47,3.83,5.89,89.67,67.63,46.35,64,30,14,8.33,9.36,360,7.59,7.47,340,9.21,10.35,330,1.3,1.27,4.327,7.698,0,
25,1,7,1,25-7-1,2017-04-27,2017-04-30,3,1,13,32,2017-07-03,64,3.61,5.81,4.02,6.79,3.82,5.65,3.27,5.53,3.61,5.35,3.74,5.66,118.93,94.71,117.35,21,56,23,12.05,13.67,780,12.48,13.04,540,14.74,16.81,450,1.47,0.72,3.983,8.889,0,
